  0.00000000 	  0.00000000 	  0.00000070 	  0.00000000 	  0.00010517 	  0.00019337 	  0.00018224 	  0.00006785 	
  0.00000000 	  0.00000000 	  0.00000134 	  0.00000000 	  0.00011267 	  0.00019338 	  0.00015701 	  0.00007609 	
  0.00000000 	  0.00000000 	  0.00000196 	  0.00000000 	  0.00013855 	  0.00025541 	  0.00021190 	  0.00006621 	
  0.00000000 	  0.00000000 	  0.00000091 	  0.00000000 	  0.00010461 	  0.00022219 	  0.00019491 	  0.00005789 	
  0.00000000 	  0.00000000 	  0.00000179 	  0.00000000 	  0.00011903 	  0.00023010 	  0.00021388 	  0.00006151 	
  0.00000000 	  0.00000000 	  0.00000219 	  0.00000000 	  0.00010563 	  0.00024640 	  0.00021760 	  0.00006733 	
  0.00000000 	  0.00000000 	  0.00000160 	  0.00000000 	  0.00012451 	  0.00027436 	  0.00021114 	  0.00007355 	
  0.00000000 	  0.00000000 	  0.00000550 	  0.00000000 	  0.00026581 	  0.00026214 	  0.00079540 	  0.00012139 	
  0.00000000 	  0.00000000 	  0.00000038 	  0.00000000 	  0.00011188 	  0.00024643 	  0.00019349 	  0.00006049 	
  0.00000000 	  0.00000000 	  0.00000170 	  0.00000000 	  0.00012164 	  0.00025109 	  0.00018255 	  0.00005686 	
  0.00000000 	  0.00000000 	  0.00000140 	  0.00000000 	  0.00011365 	  0.00023849 	  0.00018768 	  0.00006873 	
  0.00000000 	  0.00000000 	  0.00000236 	  0.00000000 	  0.00011993 	  0.00023485 	  0.00017296 	  0.00006233 	
  0.00000000 	  0.00000000 	  0.00000116 	  0.00000000 	  0.00010943 	  0.00021844 	  0.00019223 	  0.00006577 	
  0.00000000 	  0.00000000 	  0.00000074 	  0.00000000 	  0.00011020 	  0.00023458 	  0.00016030 	  0.00006363 	
  0.00000000 	  0.00000000 	  0.00000061 	  0.00000000 	  0.00008236 	  0.00014747 	  0.00011658 	  0.00004560 	
  0.00000000 	  0.00000000 	  0.00000179 	  0.00000000 	  0.00011672 	  0.00021056 	  0.00018115 	  0.00006232 	
  0.00000000 	  0.00000000 	  0.00000132 	  0.00000000 	  0.00008930 	  0.00015395 	  0.00011869 	  0.00005704 	
  0.00000000 	  0.00000000 	  0.00000087 	  0.00000000 	  0.00008455 	  0.00020981 	  0.00014973 	  0.00005941 	
  0.00000000 	  0.00000000 	  0.00000154 	  0.00000000 	  0.00010904 	  0.00024483 	  0.00016801 	  0.00005845 	
  0.00000000 	  0.00000000 	  0.00000142 	  0.00000000 	  0.00007747 	  0.00017221 	  0.00013148 	  0.00005009 	
  0.00000000 	  0.00000000 	  0.00000155 	  0.00000000 	  0.00010738 	  0.00020691 	  0.00014237 	  0.00007107 	
  0.00000000 	  0.00000000 	  0.00000154 	  0.00000000 	  0.00013245 	  0.00025280 	  0.00019785 	  0.00006030 	
  0.00000000 	  0.00000000 	  0.00000061 	  0.00000000 	  0.00010537 	  0.00024246 	  0.00020734 	  0.00006163 	
  0.00000000 	  0.00000000 	  0.00000082 	  0.00000000 	  0.00010262 	  0.00021877 	  0.00019390 	  0.00006200 	
  0.00000000 	  0.00000000 	  0.00000105 	  0.00000000 	  0.00009429 	  0.00022430 	  0.00020045 	  0.00006876 	
  0.00000000 	  0.00000000 	  0.00000103 	  0.00000000 	  0.00012044 	  0.00023068 	  0.00020933 	  0.00006756 	
